name,phone_number,address,district,city,province,postal_code,rating,reviews,latitude,longitude,location_link
GERAI KUNCI & KERAN,(024) 3567891,"Jalan K.H. Agus Salim Ruko THD Baru Blok D No.2, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.9,13,-6.9704751,110.4295231,"https://www.google.com/maps/place/GERAI+KUNCI+%26+KERAN/@-6.9704751,110.4114987,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f354241a0bb7:0xf62b368c727546cf!8m2!3d-6.9704751!4d110.4295231!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F1hm3lshby?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
PT. Marksindo Hidup Sejahtera,(024) 86400777,"Jl. Raden Patah No.165, RT.1/RW.006, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50227",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50227,4.4,47,-6.9650481,110.434856,"https://www.google.com/maps/place/PT.+Marksindo+Hidup+Sejahtera/@-6.9704751,110.4114987,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f35a83c27897:0x4caef75237f8a0ae!8m2!3d-6.9650481!4d110.434856!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11cjj0xgc2?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TJU TRUSS,(024) 3519446,"Jl. Patimura No.6C, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,4.7,3,-6.9695751,110.4321757,"https://www.google.com/maps/place/TJU+TRUSS/@-6.9704751,110.4114987,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f35400ba1323:0xe0b54a936ad65afe!8m2!3d-6.9695751!4d110.4321757!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11bc7r_5n4?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Pattimura,(024) 3517925,"2CJM+68X, Jl. Pattimura 20, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50227",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50227,4.3,44,-6.9693874,110.4333541,"https://www.google.com/maps/place/Toko+Pattimura/@-6.9704751,110.4114987,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f3515ed0e305:0x8f52c6ac97b464a4!8m2!3d-6.9693874!4d110.4333541!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTkxPVzlUVG5ablJSQULgAQA!16s%2Fg%2F1hm2j4q2x?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
KRISBOW SEMARANG,(024) 3580426,"Jl. Kh Agus Salim,Ruko Jurnatan, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.3,67,-6.9705942,110.429403,"https://www.google.com/maps/place/KRISBOW+SEMARANG/@-6.9704751,110.4114987,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f354241a0bb7:0x136954ecbe508187!8m2!3d-6.9705942!4d110.429403!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F1hm59cy8t?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Alpha Utama Mandiri.PT - Semarang,(024) 3545620,"Komplek Pertokoan Jurnatan Blok A/15, JL.Cendrawasih, Semarang, 50117, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50137",Semarang Tengah,Semarang City,Central Java,50137,4.1,10,-6.9695958,110.4296414,"https://www.google.com/maps/place/Alpha+Utama+Mandiri.PT+-+Semarang/@-6.9704751,110.4114987,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f3567dbf05e1:0xcac1de979c578f94!8m2!3d-6.9695958!4d110.4296414!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYd29vZHdvcmtpbmdfc3VwcGx5X3N0b3Jl4AEA!16s%2Fg%2F1hc8972mx?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Tb. Maju Jaya,(024) 3517269,"Jl. Moh. Suyudi No.83, Miroto, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50135",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50135,4.5,16,-6.9827942,110.4178516,"https://www.google.com/maps/place/Tb.+Maju+Jaya/@-6.9827942,110.3998272,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708b51046912ef:0xd5d9919c0e591e48!8m2!3d-6.9827942!4d110.4178516!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11gbzc0j9w?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Karunia,(024) 3553503,"No.49 Kav 6, Jl. K.H. Agus Salim No.49 Kav 6, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,2.4,22,-6.970312,110.430115,"https://www.google.com/maps/place/TB+Karunia/@-6.970312,110.4120906,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f354241a0bb7:0xfd663ed78e94bde6!8m2!3d-6.970312!4d110.430115!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEPYXBwbGlhbmNlX3N0b3Jl4AEA!16s%2Fg%2F1hm2qcz_y?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Ud. Jadi Jaya,,"2CJV+R3H, Jl. Barito, RT.RW 05/RW.05, RW 05, Mlatiharjo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,5.0,1,-6.9679454,110.4427283,"https://www.google.com/maps/place/Ud.+Jadi+Jaya/@-6.9679454,110.4247039,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f34ec1b28abf:0xdfd54ee44f80cfd!8m2!3d-6.9679454!4d110.4427283!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11j53bykmh?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Sobat Cuan Abadi,62811276696,"Jl. Bubakan No.17A, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,5.0,6,-6.9711496,110.4299207,"https://www.google.com/maps/place/Sobat+Cuan+Abadi/@-6.9711496,110.4118963,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f3c07c4c6d41:0xfb401c654a35074f!8m2!3d-6.9711496!4d110.4299207!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F11t5l1q2n1?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Putra Setia,6281325423330,"2F86+P6V, Jl. Parang Baris Raya, Tlogosari Kulon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50196",Kec. Pedurungan,Kota Semarang,Jawa Tengah,50196,4.8,16,-6.9831485,110.4605543,"https://www.google.com/maps/place/TB+Putra+Setia/@-6.9831485,110.4425299,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708ccfed42b81d:0x1a445a00d6c0fcf9!8m2!3d-6.9831485!4d110.4605543!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11cs2wpnf1?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Putra Setia,6281325423330,"2F86+P6V, Jl. Parang Baris Raya, Tlogosari Kulon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50196",Kec. Pedurungan,Kota Semarang,Jawa Tengah,50196,4.8,16,-6.9831485,110.4605543,"https://www.google.com/maps/place/TB+Putra+Setia/@-6.9831485,110.4425299,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708ccfed42b81d:0x1a445a00d6c0fcf9!8m2!3d-6.9831485!4d110.4605543!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11cs2wpnf1?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
"CV. Lestari Abadi - Toko HPL, Edging, Taco sheet",6281904366332,"Jl. Patimura No.8A, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50227",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50227,4.4,479,-6.9695625,110.4325099,"https://www.google.com/maps/place/CV.+Lestari+Abadi+-+Toko+HPL,+Edging,+Taco+sheet/@-6.9695625,110.4144855,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f351546d066d:0xedace1133ce1b493!8m2!3d-6.9695625!4d110.4325099!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEWaG9tZV9pbXByb3ZlbWVudF9zdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VONWR6aGZjM0JCUlJBQuABAA!16s%2Fg%2F11g6ntxdk4?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
"CV. Lestari Abadi - Toko HPL, Edging, Taco sheet",6281904366332,"Jl. Patimura No.8A, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50227",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50227,4.4,479,-6.9695625,110.4325099,"https://www.google.com/maps/place/CV.+Lestari+Abadi+-+Toko+HPL,+Edging,+Taco+sheet/@-6.9695625,110.4144855,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f351546d066d:0xedace1133ce1b493!8m2!3d-6.9695625!4d110.4325099!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEWaG9tZV9pbXByb3ZlbWVudF9zdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VONWR6aGZjM0JCUlJBQuABAA!16s%2Fg%2F11g6ntxdk4?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Tom's Home Supply,(024) 76413090,"Jl. Brigjen Sudiarto No.218B, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50248",Kec. Gayamsari,Kota Semarang,Jawa Tengah,50248,4.5,131,-7.004287,110.4521531,"https://www.google.com/maps/place/Tom's+Home+Supply/@-7.004287,110.4341287,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708ced630763f9:0x49d30f1c8f1bcae2!8m2!3d-7.004287!4d110.4521531!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEFc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUktYM05tV25wQlJSQULgAQA!16s%2Fg%2F11csr_k96q?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Pusat Teknik,6287700155566,"Jalan Kh Agus Salim No 49, Jl. Komp. Pertokoan Jurnatan No.Ruko Kav 10, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50137",Semarang Tengah,Semarang City,Central Java,50137,4.4,70,-6.9703446,110.429968,"https://www.google.com/maps/place/Pusat+Teknik/@-6.9703446,110.4119436,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f354241a0bb7:0xfb4e81801fd2e166!8m2!3d-6.9703446!4d110.429968!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEFc3RvcmXgAQA!16s%2Fg%2F1hm35h21s?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Pusat Teknik,6287700155566,"Jalan Kh Agus Salim No 49, Jl. Komp. Pertokoan Jurnatan No.Ruko Kav 10, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50137",Semarang Tengah,Semarang City,Central Java,50137,4.4,70,-6.9703446,110.429968,"https://www.google.com/maps/place/Pusat+Teknik/@-6.9703446,110.4119436,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f354241a0bb7:0xfb4e81801fd2e166!8m2!3d-6.9703446!4d110.429968!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEFc3RvcmXgAQA!16s%2Fg%2F1hm35h21s?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Wijaya 33,6282227840429,"Ruko THD, Blok B7, JL. H. Agus Salim, Jl. K.H. Agus Salim, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.3,19,-6.9708512,110.4285828,"https://www.google.com/maps/place/Wijaya+33/@-6.9703446,110.4119436,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f355c422e6ab:0x52e8b667616eb9d4!8m2!3d-6.9708512!4d110.4285828!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1pzr6fgp3?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Wijaya 33,6282227840429,"Ruko THD, Blok B7, JL. H. Agus Salim, Jl. K.H. Agus Salim, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.3,19,-6.9708512,110.4285828,"https://www.google.com/maps/place/Wijaya+33/@-6.9703446,110.4119436,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f355c422e6ab:0x52e8b667616eb9d4!8m2!3d-6.9708512!4d110.4285828!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1pzr6fgp3?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Besi Rejeki,(024) 3556994,"Komplek THD, Jl. K.H. Agus Salim Blok A5, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.5,17,-6.9708854,110.4281941,"https://www.google.com/maps/place/Toko+Besi+Rejeki/@-6.9703446,110.4119436,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f355c38f22f7:0x16746a0ff4f91eef!8m2!3d-6.9708854!4d110.4281941!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11c5668wjg?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Istana Besi,(024) 3550780,"Jl. K.H. Agus Salim No.1 Kav. 49, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.3,553,-6.9702889,110.4303022,"https://www.google.com/maps/place/Istana+Besi/@-6.9703446,110.4119436,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f355f0fa14d3:0x1e43676d855fce58!8m2!3d-6.9702889!4d110.4303022!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEKdG9vbF9zdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObE5rczNjbmxSUlJBQuABAA!16s%2Fg%2F1tjxnvvx?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Alam Indah Bengkel,(024) 3540662,"Jl. Senjoyo 2 No.74 RT 007/06, Bugangan, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,,,-6.9717592,110.436078,"https://www.google.com/maps/place/Alam+Indah+Bengkel/@-6.9703446,110.4119436,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f3524736c6a3:0xbe2093642e3d3c95!8m2!3d-6.9717592!4d110.436078!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1hc48gxyn?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Puji Karya Toko,(024) 3557368,"NO WA O&7&396229I9, Mlatiharjo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah",Kec. Semarang Tim.,Kota Semarang,Jawa,engah,4.4,11,-6.965581,110.4425942,"https://www.google.com/maps/place/Puji+Karya+Toko/@-6.965581,110.4245698,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708cb31834c0ff:0x72d136b3ecaedf7b!8m2!3d-6.965581!4d110.4425942!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11bc7qb8xd?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
On Yan,(024) 3541889,"Jl. Pekojan No.51, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.7,37,-6.972941,110.428102,"https://www.google.com/maps/place/On+Yan/@-6.972941,110.4100776,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f355a072ad87:0xb9c32b143769ded3!8m2!3d-6.972941!4d110.428102!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1pzy7hk74?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB. Melati,628122910300,"Jl. Mayjend Sutoyo No.1020, Pekunden, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50134,4.6,15,-6.9858703,110.4182374,"https://www.google.com/maps/place/TB.+Melati/@-6.9858703,110.400213,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708b4532365c05:0xb0c9547a3f488a3a!8m2!3d-6.9858703!4d110.4182374!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F1hm5sbrjk?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Sinar Kencana Putra,6282227007030,"Jl. MT. Haryono No.140, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50124",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50124,5.0,5,-6.9722245,110.4312289,"https://www.google.com/maps/place/Sinar+Kencana+Putra/@-6.9722245,110.4132045,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f308fc202d27:0x5c5793ef1a79d8f9!8m2!3d-6.9722245!4d110.4312289!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEFc3RvcmXgAQA!16s%2Fg%2F11rgx0n5y2?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Cat WAO Warna Abadi Oke Kampungkali,6281327600903,"Jl. Pandanaran 1 No.1B, Pekunden, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50134,4.7,129,-6.9860553,110.4201056,"https://www.google.com/maps/place/Toko+Cat+WAO+Warna+Abadi+Oke+Kampungkali/@-6.9860553,110.4020812,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e708b5a024f47a9:0x3fcc642831b0d428!8m2!3d-6.9860553!4d110.4201056!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgELcGFpbnRfc3RvcmXgAQA!16s%2Fg%2F11f33f3ssp?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Madju,(024) 3543511,"THD, Jl. K.H. Agus Salim No.1-2 Blok A, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50137",Semarang Tengah,Semarang City,Central Java,50137,3.4,7,-6.9708328,110.4283481,"https://www.google.com/maps/place/Toko+Madju/@-6.9708328,110.4103237,15z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+Kota+Semarang!6e6!3m6!1s0x2e70f355c5d0160b:0x9fecd97a92bcdca1!8m2!3d-6.9708328!4d110.4283481!15sCiFUb2tvIEJhaGFuIEJhbmd1bmFuIEtvdGEgU2VtYXJhbmdaIyIhdG9rbyBiYWhhbiBiYW5ndW5hbiBrb3RhIHNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F11f0kw081l?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
